left_shop,left_brand,left_productName,left_price,right_shop,right_brand,right_productName,right_price,label,id
Albert Heijn,L'OR,Espresso lungo profondo koffiecups,5.79,Colruyt,L'OR ESPRESSO,caps Lungo Profondo 8,5.29,1,8328
Carrefour,L'OR,Koffie Capsules Espresso Ristretto Intensiteit 11 Nespresso* Compatibel 20 stuks,5.99,Albert Heijn,L'OR,Espresso ristretto koffiecups,4.99,1,8329
Colruyt,EVERYDAY,badschuim Relax/Pacific,1.05,Carrefour,Nature Valley,Protein Gezouten Karamelnoten 4 Repen 4 x 40 g,3.9,0,8330
Colruyt,BECEL,original,2.02,Carrefour,Becel,Original 300 g,2.09,1,8331
Colruyt,LIPTON,thee Herbal inf. Rosehip,1.49,Albert Heijn,Lipton,Ice tea green,2.59,0,8332
Colruyt,WHISKAS,Temptations snacks zalm,1.29,Albert Heijn,Whiskas,Temptations - zalm - kattensnacks,1.29,1,8333
Albert Heijn,Jacob's Creek,Merlot,5.24,Carrefour,Jacob's Creek,Australië  Merlot Rood,7.89,1,8334
Carrefour,Nescafé Dolce Gusto,Latte Macchiato Karamelsmaak 16 Capsules 145.6 g,5.29,Albert Heijn,Nescafé Dolce Gusto,Koffiecups caramel macchiato,5.29,1,8335
Colruyt,BONI,roomijs tiramisu,2.85,Albert Heijn,Ariel,Color Reveal vloeibaar wasmiddel,8.99,0,8336
Colruyt,BONI BIO,knoflook 250g,2.39,Albert Heijn,AH,Stofzuigerzakken type Philips/Electrolux,4.99,0,8337
Carrefour,Brioche Pasquier,Pitch Brioches Chocoladestukjes 8 x 37.5 g,3.29,Colruyt,PASQUIER,pitch brioche chocolade,3.15,1,8338
Colruyt,STARBUCKS,caps House Blend Lungo,3.69,Carrefour,Starbucks,"by NESPRESSO House Blend 10 capsules, 57 g",3.99,1,8339
Colruyt,LIPTON,thee Herbal inf.Morroco mint,1.24,Carrefour,Lipton,Pyramide Kruidenthee Marokko Munt 20 zakjes,2.75,1,8340
Colruyt,ALPRO,sojadrink rode vruchten,1.85,Carrefour,Alpro,Rode Vruchten Sojadrink  1 L,2.41,1,8341
Colruyt,MERCI,mix Finest Selection,2.79,Albert Heijn,Merci,Finest selection,2.79,1,8342
Carrefour,Yoplait,Panier Rode Vruchten 8X130g,4.09,Albert Heijn,AH,Brokjes zalm-forel (voor de kat),0.49,0,8343
Colruyt,VIVERA,Vegetarische Kaasschnitzel,3,Albert Heijn,Vivera,Shoarma,4.99,0,8344
Colruyt,STARBUCKS,caps Decaf Espresso Roast,3.69,Albert Heijn,Starbucks,Chilled classic chocolade ijskoffie,1.99,0,8345
Colruyt,CAMPINA,yoghurt aardbei,1.39,Albert Heijn,Campina,Langlekker Melk halfvol calcium plus,1.49,0,8346
Carrefour,Nutrilon,3+ Peuter Groeimelk Poeder Baby Vanaf 3 Jaar 800g,15.35,Colruyt,NUTRILON,3+ groeimelk vanaf 3 jaar,13.99,1,8347
Colruyt,NATURE VALLEY,prot.gez.kar.noten GV,3.49,Carrefour,Nature Valley,Protein Gezouten Karamelnoten 4 Repen 4 x 40 g,3.9,1,8348
Colruyt,JUNIOR,lak extra strong/strong,1.69,Albert Heijn,Junior,Hairspray extra strong,1.69,1,8349
Colruyt,SENSODYNE,tandpasta whitening,2.77,Albert Heijn,Sensodyne,Gentle whitening dagelijkse tandpasta,3.69,1,8350
Albert Heijn,Côte d'Or,Bonbonbloc melk hazelnoot chocolade reep,2.99,Colruyt,CÔTE D'OR,tabl.pral.double noisette,2.79,1,8351
Colruyt,ALPRO,sojadrink vanille,4.55,Albert Heijn,Alpro,Mild & Creamy Naturel met kokosnoot,2.99,0,8352
Carrefour,Alpro,Fondant Dessert 4 x 125 g,2.65,Albert Heijn,Alpro,Plantaardige variatie op yoghurt bosbes,2.49,0,8353
Colruyt,ALPRO,aardbei-banaan/peer-perzik,2.86,Albert Heijn,Alpro,Sojadrink original,1.09,0,8354
Colruyt,DANONE ACTIMEL,aardbei,3.49,Carrefour,Actimel,Drinkyoghurt Aardbei ondersteunt Immuniteit 8 x 100 g,4.29,1,8355
Colruyt,ZWAN,TV-WORSTJES NATUUR,1.65,Albert Heijn,Zwan,TV worst,1.65,1,8356
Carrefour,Nescafé,Koffie 3in1 10 x 16.5 g,2.29,Colruyt,NESCAFÉ,3in1 10 zakjes,1.99,1,8357
Colruyt,BONI,witte tonijn olijfolie MSC,2.29,Albert Heijn,AH,Vastkokende aardappelen,3.99,0,8358
Colruyt,DEVOS LEMMENS,saus brasil top-down,2.99,Albert Heijn,Royal,Funghi gedroogd eekhoorntjesbrood,2.29,0,8359
Colruyt,NAN OPTIPRO,groeimelk 3,13.19,Carrefour,NAN,Optipro 3 Groeimelk 800g,14.99,1,8360
Colruyt,GARDEN GOURMET,Incredible Sausage,3.79,Albert Heijn,Garden Gourmet,Groenteburger siciliaans,3.49,0,8361
Colruyt,NESCAFÉ DOLCE GUSTO,caps Espr.int.,8.54,Albert Heijn,Nescafé Dolce Gusto,Koffiecups cappuccino,4.19,0,8362
Colruyt,BONI,amandeldrink,1.49,Albert Heijn,AH,Hamblokjes,2.49,0,8363
Colruyt,HAK,noordkrieken ontpit siroop bok,6.29,Albert Heijn,Hak,Rode bieten schijven zoetzuur,1.19,0,8364
Colruyt,VANILIVIT,magere melk vanille glas,2.29,Carrefour,VaniliVit,0.5 L,2.25,1,8365
Carrefour,Alpro,Not MLK Plantaardige Drink Vol 3.5% 1 L,2.13,Albert Heijn,Alpro,Mild & creamy vanille,2.69,0,8366
Colruyt,LIPTON,thee Lemon/forest fr/trop.fr,1.59,Carrefour,Lipton,Pyramides Zwarte thee Citroen 20 theezakjes,2.75,1,8367
Colruyt,IGLO,4 gepaneerde Alaska Pollak,4.49,Albert Heijn,Iglo,Vissticks glutenvrij,4.99,0,8368
Carrefour,Alpro,Perzik Plantaardig Alternatief voor Yoghurt 500 g,2.4,Albert Heijn,Alpro,Plantaardige variatie op yoghurt vanille,1.99,0,8369
Colruyt,FANTA,Orange,0.645,Albert Heijn,Fanta,Orange 12pack,6.99,1,8370
Carrefour,Campina,Verse Kaas 0% Vet 500 g,2.95,Albert Heijn,Campina,Zacht & luchtig framboos,1.65,0,8371
Colruyt,GARDEN GOURMET,gemar. filet stukjes,3.89,Albert Heijn,Garden Gourmet,Sensational gehakt,3.99,0,8372
Albert Heijn,Jacqmotte,Dessert delice gemalen,3.79,Carrefour,Jacqmotte,Koffie Gemalen Dessert Delice 250g,4.61,1,8373
Albert Heijn,Kellogg's,Special K pure chocolade,3.29,Colruyt,HANSAPLAST,Classic,3.85,0,8374
Colruyt,ALPRO,sojadrink rode vruchten,1.85,Carrefour,Cantine di Ora,Italië Amicone  Pinot Grigrio,9.99,0,8375
Colruyt,CAMPINA,yoghurt bosbes,1.39,Albert Heijn,Campina,Vanille vla,1.59,0,8376
Albert Heijn,AH,Sereh,1.29,Colruyt,LEFFE,"0,0% bruin",5.61,0,8377
Colruyt,OLA MAGNUM,mini dark 70% cacao 6st,4.69,Albert Heijn,Magnum,Intense dark mini ijs,4.69,1,8378
Colruyt,AIR WICK,Pure elekt.navulling ass.,3.05,Albert Heijn,Airwick,Pure katoen elektrische navulling,3.59,1,8379
Colruyt,EFFI,confituur woudvruchten,1.99,Carrefour,Effi,| Confituur | Bosvruchten | 350g,2.38,1,8380
Albert Heijn,Koopmans,Waldkorn broodmix meergranen,1.89,Colruyt,NALU,Exotic,1.16,0,8381
Albert Heijn,Dove,Açaí berry & waterlily deodorant spray,3.89,Colruyt,DOVE,Go Fresh deo acai berry,1.94,1,8382
Colruyt,SIGNAL,Integral 8 Complete,1.26,Carrefour,Signal,Integral 8 Tandpasta Complete 75 ml,1.84,1,8383
Colruyt,BONI,salsa mix,2.61,Albert Heijn,AH,Goudse kaas jong 48+ geraspt voordeel,4.29,0,8384
Carrefour,Nescafé Dolce Gusto,Colombia Lungo 12 Capsules 84 g,4.55,Albert Heijn,Nescafé Dolce Gusto,Koffiecups grande,4.19,0,8385
Colruyt,HAK,appelmoes bok,0.68,Albert Heijn,Hak,Doperwtjes extra fijn,1.39,0,8386
Colruyt,ST BERNARDUS,Abt 12,9.54,Albert Heijn,St. Bernardus,Abt 12,1.59,1,8387
Carrefour,Vitakraft,Cat-Stick mini kalkoenvlees & lamsvlees 3 x 18 g,1.01,Colruyt,MC CAIN,airfryer frieten klassiek,3.29,0,8388
Albert Heijn,AH Biologisch,Kipdrumsticks,5.16,Colruyt,MAYBELLINE,nagellak Tenue&Strong 6,7.99,0,8389
Colruyt,DANONE,verse kaas mager natuur,1.69,Albert Heijn,Danone,Twix mix yoghurt,0.99,0,8390
Colruyt,L'OR ESPRESSO,caps Forza 09,4.99,Albert Heijn,L'OR,Espresso forza koffiecups,5.29,1,8391
Colruyt,JACQMOTTE,bonen moka Absolu,7.79,Carrefour,Jacqmotte,Koffie Bonen Moka Absolu 500g,8.76,1,8392
Albert Heijn,AH,Kronkels paprika,0.79,Colruyt,HERTA,ontbijtspek gerookt,2.19,0,8393
Colruyt,SUNLIGHT,handzeep Classic/ 0%,2.19,Albert Heijn,Sunlight,Classic care vloeibare zeep,2.19,1,8394
Albert Heijn,Perla Huisblends,Perla dolce gusto lungo decaf,3.69,Colruyt,TENA,Men Active Fit pants L,10.59,0,8395
Carrefour,Felix,Sensations Crunchy Crumbles Countryside in Gelei (1x85g+40g)x6,6.08,Colruyt,PURINA,Felix crumbles vlees,5.85,1,8396
Colruyt,OREO,koeken White Choc,1.79,Albert Heijn,Oreo,White,1.79,1,8397
Colruyt,BROTHER,LC980 C/M/G/Z,52.7,Albert Heijn,Time Out,robuuste chocolade 8 koekjes,1.99,0,8398
Colruyt,NESCAFÉ DOLCE GUSTO,Lungo caps,7.86,Carrefour,Nescafé Dolce Gusto,Lungo 30 Capsules 195 g,8.54,1,8399
Albert Heijn,Nescafé,Gold pot oploskoffie,6.59,Carrefour,Nescafé,Gold Dessert 200 g,6.85,1,8400
Carrefour,Colgate,Total Advanced Glazuurverzorging tandpasta 75ml,3.69,Colruyt,COLGATE TOTAL,tandpasta glaz.verz.,1.84,1,8401
Colruyt,GALBANI,mozzarella mini,1.89,Albert Heijn,Galbani,Mozzarella,1.19,0,8402
Carrefour,Alpro,Sojadrink Zonder Suikers 1 L,1.9,Albert Heijn,Alpro,Sojadrink zonder suikers,1.19,1,8403
Albert Heijn,Fama,Bakken en braden,1.59,Colruyt,FAMA,bakken en braden vlootje,1.59,1,8404
Carrefour,Dr. Oetker,Ristorante Piccolissima Tre Formaggi 216 g,3.89,Albert Heijn,Dr. Oetker,Bakspray,2.49,0,8405
Colruyt,BLAN,pure white bleekpoeder,3.69,Carrefour,Blan,Pure White Bleekpoeder 500 g,4.09,1,8406
Colruyt,ALPRO,mango z. toegevoegde suikers,1.55,Albert Heijn,Alpro,Haver groeidrink,2.29,0,8407
Carrefour,Château Roc de Cazade,Réserve Bordeaux 37.5 cl,3.69,Colruyt,MINI NARCISSEN,in kweekpot,0.99,0,8408
Carrefour,Signal,Integral 8 Tandpasta Complete 75 ml,1.84,Colruyt,SIGNAL,Integral 8 Complete,1.31,1,8409
Colruyt,ALPRO,vanille,1.79,Albert Heijn,Alpro,Lekker gezond smeren,1.29,0,8410
Colruyt,DANONE VITALINEA,verse kaas 0%vg,2.45,Albert Heijn,AH,Boerenmetworst,2.36,0,8411
Albert Heijn,AH,Kopsoep Chinese tomaat,0.59,Colruyt,SYOSS,Coloration donkerbruin 3-1,5.79,0,8412
Carrefour,Campina,0% Weidemelk 6 x 500ml,6.09,Albert Heijn,Campina,Zacht & luchtig framboos,1.65,0,8413
Carrefour,Alpro,Amandel Ongezoet Geroosterd 1 L,2.69,Colruyt,ALPRO,amandeldrink geroosterd Z.S.,2.19,1,8414
Colruyt,DOUWE EGBERTS,caps Lungo 6 dessert,7.99,Albert Heijn,Douwe Egberts,Aroma rood filterkoffie,5.99,0,8415
Colruyt,GALBANI,mozzarella de buffala,3.99,Albert Heijn,Galbani,Maxi bufala zak,3.99,1,8416
Carrefour,Carrefour,No Lactose Melk 1.2% V.G. 6 x 1 L,6.3,Colruyt,,Riesling Pfalz,4.54,0,8417
Carrefour,Iglo,Green Cuisine Falafel 450g,4.25,Albert Heijn,Iglo,Oven visrösti's,3.99,0,8418
Colruyt,DOUWE EGBERTS,Gold bonen,16.09,Albert Heijn,Douwe Egberts,Espresso krachtig koffiecups,3.99,0,8419
Colruyt,ALPRO,vanille-ijs,4.99,Albert Heijn,Alpro,Barista almond,2.99,0,8420
Colruyt,BONDUELLE,doperwten ef glas,1.19,Albert Heijn,Bonduelle,100% linzen & wortel rijst vorm,3.59,0,8421
Carrefour,Purina ONE,Dual Nature met Spirulina voor Gesteriliseerde Katten 750 g,5.99,Colruyt,PURINA ONE,duel nature rund,5.99,1,8422
Colruyt,CAPRICE DES DIEUX,kaas zacht,2.39,Carrefour,Caprice des Dieux,200 g,2.49,1,8423
Colruyt,BELVIVA,duchesse,2.79,Albert Heijn,Belviva,Pomme duchesses,2.79,1,8424
Albert Heijn,Felix,Soup farm selectie kattenvoer nat,2.79,Carrefour,Felix,Kat Soup Farm Selectie 6 x 48 g,2.45,1,8425
Carrefour,Signal,Integral 8 Nature Elements Tandpasta Herbal 75 ml,3.05,Colruyt,SIGNAL,TP int8 Nat.elem.herbal,2.59,1,8426
Albert Heijn,Galbani,Mozzarella,1.19,Carrefour,Galbani,Mozzarella 125 g,1.35,1,8427
Albert Heijn,Innocent,Apple-berry juice,2.99,Colruyt,ERES,Blanc Nuclear,5.09,0,8428
Carrefour,Alpro,Sojadrink Light 1 L,2.17,Albert Heijn,Alpro,Sojadrink banaan,1.59,0,8429
Colruyt,GALBANI,Paesano strooibus,9.13,Albert Heijn,Galbani,Mozzarella maxi,1.99,0,8430
Albert Heijn,AH Excellent,Arrabbiata pesto,2.59,Colruyt,JÄGERMEISTER,likeur 35%,15.99,0,8431
Carrefour,Joyvalle,Griesmeel Pudding Natuur 135 g,1.15,Colruyt,JOYVALLE,pudding griesmeel natuur,1.07,1,8432
Carrefour,Sheba,Kattenvoeding  Délicatesse Kuipje in Gelei met Gevogelte 85 g,0.7,Colruyt,SHEBA,delicatesse gevogelte,0.69,1,8433
Carrefour,Alpro,Natuur Plantaardig Alternatief voor Yoghurt 500 g,2.15,Albert Heijn,Alpro,Plantaardige variatie op yoghurt vanille,1.99,0,8434
Albert Heijn,Galbani,Mozzarella light,1.79,Colruyt,GALBANI,Mozzarella light,1.79,1,8435
Albert Heijn,Sensodyne,Complete protection extrafresh tandpasta,5.49,Carrefour,Sensodyne,Complete Protection + Fresh Breath tandpasta 75 ml,6.35,1,8436
Carrefour,Dr. Oetker,Pizza Ristorante Spinaci 390 g,2.48,Albert Heijn,Dr. Oetker,Bourbon vanillesuiker 3x 8g,1.59,0,8437
Carrefour,Becel,ProActiv Original Verlaagt cholesterol 250g,2.72,Albert Heijn,Becel,Light voordeelpak,3.49,0,8438
Colruyt,ALPRO,aardbei-banaan/peer-perzik,3.05,Albert Heijn,Alpro,Mango met meer fruit,2.49,0,8439
Carrefour,Alpro,Barista Sojadrink 500ml,1.79,Albert Heijn,Alpro,Sojadrink banaan,1.59,0,8440
Colruyt,DOUWE EGBERTS,dessert,3.29,Carrefour,Douwe Egberts,Koffie Gemalen  Dessert 250g,3.76,1,8441
Colruyt,ALPRO,aardbei-banaan/peer-perzik,2.86,Albert Heijn,Alpro,Amandeldrink zonder suikers,2.19,0,8442
Colruyt,BONDUELLE,linzen blik,1.59,Albert Heijn,Bonduelle,Franse sperzieboontjes zeer fijn,1.09,0,8443
Carrefour,Old Amsterdam,Plakken 170 g,4.49,Albert Heijn,Old Amsterdam,5 plakken 48+,3.19,1,8444
Colruyt,LISTERINE,total care protection,4.49,Carrefour,Listerine,Total Care Mondspoeling Tandsteenbescherming 500 ml,7.55,1,8445
Colruyt,ALPRO,Mild&Creamy natuur z.s.,2.19,Albert Heijn,Alpro,Sojadrink vanille,1.39,0,8446
Albert Heijn,Listerine,Mondwater total care,5.99,Colruyt,LISTERINE TOTAL CARE,mondspoeling,4.49,1,8447
Carrefour,Kellogg's,Trésor Melkchocolade 450 g,4.63,Albert Heijn,Kellogg's,Cornflakes,1.69,0,8448
Carrefour,Carrefour,Mini Mozzarella 150 g,0.99,Colruyt,SPRITE,No Sugar,0.65,0,8449
Albert Heijn,CoolBest,Strawberry hill,2.99,Colruyt,PICON,"bitter à l'orange 18,0%vol",11.99,0,8450
Carrefour,S.Pellegrino,(SAN PELLEGRINO) Licht Bruisend Natuurlijk Mineraalwater 6 x 1 L,4.89,Colruyt,SAN PELLEGRINO,lichtbruisend water,0.731,1,8451
Colruyt,LAY'S MIX,paprika,1.39,Albert Heijn,Lay's,Mixups paprika,1.49,1,8452
Colruyt,CATISFACTIONS,snacks met zalm,1.39,Carrefour,Catisfactions,Kattensnacks met Zalm 60 g,1.45,1,8453
Albert Heijn,Alpro,Dessert dark chocolate,2.19,Carrefour,Alpro,Fondant Dessert 4 x 125 g,2.65,1,8454
Colruyt,ALPRO,Absolutely amandel natuur,3.66,Carrefour,Alpro,Absolutely Amandel Natuur 350 g,3.79,1,8455
Carrefour,Alpro,Not MLK Plantaardige Drink Halfvol 1.8%,2.13,Albert Heijn,Alpro,Amandeldrink zonder suikers gekoeld,2.69,0,8456
Colruyt,BONI,geitenkaas gerookt spek,3.35,Albert Heijn,AH,Garnalen,2.49,0,8457
Colruyt,BEEMSTER,jong belegen sneetjes,6.38,Albert Heijn,Beemster,Belegen 30+ plakken,2.69,0,8458
Albert Heijn,Côte d'Or,Melk chocolade gekarameliseerde amandel,2.99,Colruyt,CÔTE D'OR BLOC,melk amandel,2,1,8459
Colruyt,NUTELLA,chocopasta hazelnoot,2.29,Albert Heijn,Nutella,Hazelnootpasta,2.29,1,8460
Colruyt,HAK,rode kool met stukjes appel,0.99,Albert Heijn,Hak,Taart & vlaaifruit kersen,1.99,0,8461
Carrefour,Dr. Oetker,Pizza Ristorante Funghi 365 g,2.92,Colruyt,DR.OETKER RISTORANTE,pizza funghi,2.75,1,8462
Colruyt,NIVEA,deo Dry Comfort Plus roller,2.84,Albert Heijn,Nivea,Dry comfort anti-transpirant roller,2.89,1,8463
Colruyt,MENTOS,gum Mighty mint,4.69,Albert Heijn,Mentos Gum,Bottle mighty mint,4.69,1,8464
Colruyt,ALPRO,amandeldrink choco,3.35,Carrefour,Alpro,Dark Choco Amandeldrink 1 L,3.55,1,8465
Carrefour,Nesquik,Duo Ontbijtgranen Chocoladesmaak & Witte Chocolade 325 g,3.99,Colruyt,NESTLÉ NESQUIK,duo chocolade,3.81,1,8466
Albert Heijn,Alpro,Plantaardige variatie op yoghurt naturel,1.99,Colruyt,ALPRO,natuur,1.99,1,8467
Colruyt,DOVE MEN+CARE,douche Clean Comf,3.55,Albert Heijn,Dove,Men showergel clean comfort,4.59,1,8468
Albert Heijn,Nivea,Volume care shampoo,3.59,Colruyt,NIVEA,shampoo Volume Care,1.79,1,8469
Colruyt,DEL MONTE,hal.peer lichte sir. blik,4.35,Albert Heijn,AH,Zoethout thee 1-kops,1.19,0,8470
Colruyt,STELLA ARTOIS,"pils 5,2%vol",12.99,Albert Heijn,Stella Artois,Pils,5.19,0,8471
Albert Heijn,Campo Viejo,Rioja Reserva,7.99,Colruyt,INSTANET,streepvr.anti-damp spray,3.55,0,8472
Carrefour,Signal,Tandenborstel Kids x1 extra zacht,2.84,Colruyt,SIGNAL,tandenborstel soft kinderen,2.49,1,8473
Colruyt,NESTLÉ,groeimelk granen 1+ brik,2.03,Carrefour,Nestlé,Groeimelk Granen vanaf 1 Jaar 6 x 1 L,12.54,1,8474
Albert Heijn,Crystal Clear,Raspberry blueberry pak,1.69,Colruyt,ARIEL,vloeib.wasmiddel color,14.98,0,8475
Carrefour,Columbus,Scharrel 6 Stuks 330 g,2.96,Colruyt,COLUMBUS,scharreleieren M,2.49,1,8476
Carrefour,Carrefour,Sensation Vegetal Vanille met Kokosmelk 400 g,2.19,Colruyt,ERISTOFF,Red Flash Cocktail 5%,2.45,0,8477
Carrefour,Vittel,Natuurlijk Mineraalwater 1.5 L,0.83,Colruyt,VITTEL,plat water,0.712,1,8478
Colruyt,GOURMET,Mon petit gevogelte,1.99,Albert Heijn,Gourmet,Mon petit gevogelte kattenvoer nat,1.99,1,8479
Carrefour,Signal,Pokémon Ultra Soft 6+ Tandenborstel,2.95,Colruyt,SIGNAL,tandenborstel soft 7-13jaar,2.49,1,8480
Albert Heijn,Kips,Magere crème pate,1.99,Colruyt,EVERYDAY,scampi gepeld medium ASC,8.32,0,8481
Albert Heijn,AH Biologisch,Drie kleuren quinoa,2.49,Carrefour,Lactel,Geitenmelk Halfvolle Melk 1.5% V.G. 50 cl,1.98,0,8482
Carrefour,Campina,Halfvolle Weidemelk 6 x 500 ml,5.25,Albert Heijn,Campina,Vlaflip vanille,1.89,0,8483
Colruyt,DEL MONTE,ananas schijf sirop blk,2.67,Carrefour,Jogobella,Aardbei 400 g,0.99,0,8484
Carrefour,Dr. Oetker,Ristorante Vegetale 385 g,3.69,Albert Heijn,Dr. Oetker,Ristorante pizza vegetale,2.49,1,8485
Colruyt,PERSIL,discs universal,14.29,Carrefour,Persil,Voorgedoseerd wasmiddel Discs Universeel 28DS 700g,14.29,1,8486
Colruyt,DR.OETKER RISTORANTE,Diavola,2.49,Albert Heijn,Dr. Oetker,Ristorante pizza diavola,2.39,1,8487
Colruyt,CARLSBOURG,ardense boter ongez.alu,3.09,Carrefour,Carlsbourg,Ardense Roomboter Ongezouten 250 g,3.09,1,8488
Carrefour,Heks'nkaas,Original 200 g,3.59,Colruyt,HEKS'NKAAS,Original,2.99,1,8489
Carrefour,Friskies,5 Promesses Gesteriliseerde met Lam en Kalkoen 4 kg,14.14,Colruyt,FRISKIES,sterilised lam,13.59,1,8490
Colruyt,BONI,fruit- en notenmix To Go,6.49,Albert Heijn,Victoria,Strong blond 4-pack,6.29,0,8491
Colruyt,SIGNAL,tandenborstel soft kinderen,1.83,Carrefour,Signal,Tandenborstel Kids x1 extra zacht,2.95,1,8492
Albert Heijn,Del Monte,Halve perziken op sap,1.49,Colruyt,DEL MONTE,halve perzik sap blik,2.52,1,8493
Colruyt,,groene asperges,4.59,Albert Heijn,Fantini,Primitivo,4.89,0,8494
Albert Heijn,Prince,Choco chocolade 6 koeken,1.59,Colruyt,LU PRINCE CHOCO PRINCE,chocolade,1.59,1,8495
Colruyt,ALPRO,natuur,1.99,Albert Heijn,Alpro,Barista coconut,2.89,0,8496
Albert Heijn,Lay's,Oven baked roasted paprika,1.49,Colruyt,,frambozen,2.39,0,8497
Colruyt,ALPRO,blauwe bosbes,2.39,Albert Heijn,Alpro,Haverdrink zonder suikers,2.29,0,8498
Carrefour,Leerdammer,Mini-Kaasschnitzels Natuur 4 x 40 g,3.89,Colruyt,LEERDAMMER,Mini-Kaasschnitz. natuur,3.45,1,8499
Colruyt,ARTLINE,marker 70N zwart,3.94,Albert Heijn,Bonduelle,Franse sperzieboontjes zeer fijn,2.49,0,8500
Albert Heijn,Magnum,Intense dark mini ijs,4.69,Colruyt,OLA MAGNUM,mini dark 70% cacao 6st,4.62,1,8501
Colruyt,DOUWE EGBERTS,Gold bonen,16.09,Carrefour,Douwe Egberts,Koffiebonen Gold 1 kg,15.99,1,8502
Carrefour,Purina ONE,Dual Nature met Spirulina voor Gesteriliseerde Katten 750 g,5.99,Colruyt,LE CHAT,wasverz. dermo comfort 900ml,4.15,0,8503
Albert Heijn,Nature Valley,Protein pinda & chocolade repen,2.99,Colruyt,NATURE VALLEY,protein pind&choc.GV,3.49,1,8504
Carrefour,HiPRO,om te Lepelen Banana-Peanut Butter met 15 g Proteïne 2 x 160 g,2.7,Colruyt,DANONE HIPRO,yogh. banan.peanutb.,2.59,1,8505
Carrefour,Douwe Egberts,Koffiebonen Gold 1 kg,15.99,Albert Heijn,Douwe Egberts,Ice macchiato ijskoffie,1.39,0,8506
Carrefour,Come a Casa,Lasagne di Verdure e Ricotta 400 g,3.85,Colruyt,COME A CASA,Lasagne vegetariana,3.59,1,8507
Colruyt,BEEMSTER,extra belegen sneetjes,4.58,Albert Heijn,Beemster,Aged,4,0,8508
Colruyt,ALPRO,Mild&Creamy natuur,2,Carrefour,Alpro,Mild & Creamy Natuur 750 g,2,1,8509
Colruyt,,komkommer,0.79,Albert Heijn,,Goudse Belegen 48+ stuk,4,0,8510
Carrefour,Alpro,Exotic Plantaardig Alternatief Zonder Toegevoegde Suikers 400 g,2.55,Albert Heijn,Alpro,Sojadrink light,1.39,0,8511
Albert Heijn,AH,Broccoli,0.9,Colruyt,BALADE,lichte room 12%,4.95,0,8512
Carrefour,Ben & Jerry's,Ijs Moophoria Chocolate Cookie Dough 465 ml,7.25,Albert Heijn,Ben & Jerry's,Ijs light Moophoria choco cookie dough,6.29,1,8513
Albert Heijn,AH,Roomboter bladerdeeg,1.39,Colruyt,BREF,wc gel ultimate shine,3.15,0,8514
Albert Heijn,Nivea,Black&white original anti-transpirant,2.29,Colruyt,NIVEA,deo protect&care/bl&wh claer,2.44,1,8515
Albert Heijn,Salakis,Feta classic,2.09,Carrefour,Salakis,Feta Classic Greek 150 g,3.15,1,8516
Colruyt,LIPTON,Ginger & Lemon Bio,2.96,Albert Heijn,Lipton,Ice tea lemon,2.49,0,8517
Colruyt,HAK,witte bonen tomatensaus,1.75,Albert Heijn,Hak,Gesneden bladspinazie,1.69,0,8518
Carrefour,Yakult,Original 15 x 65 ml,6.65,Colruyt,YAKULT,melkdrank gerferm.orig.,5.79,1,8519
Colruyt,COREGA,Triple Action,5.05,Carrefour,Corega,Triple Action 66 Tabletten,5.15,1,8520
Colruyt,LAY'S MIX,paprika,1.49,Albert Heijn,Lay's,Mixups paprika,1.49,1,8521
Albert Heijn,Head & Shoulders,Menthol 2-in-1 shampoo,4.39,Colruyt,HEAD&SHOULDERS,sh.2in1Men mu/sc.,5.29,1,8522
Colruyt,BONDUELLE,doperwt extra fijn blik,1.15,Albert Heijn,Bonduelle,Doperwtjes extra fijn,0.99,0,8523
Colruyt,DASH,aio pods color,5.99,Carrefour,Dash,Allin1 Kleur Wascapsules Pods 16 Wasbeurten,10.65,1,8524
Carrefour,Alpro,Dessert Vanille 4 x 125 g,2.65,Albert Heijn,Alpro,Plantaardige variatie op yoghurt vanille,1.99,0,8525
Colruyt,PUR NATUR,Greek Style natuur bio,4.65,Albert Heijn,Pur Natur,Biologische yoghurt,1.79,0,8526
Colruyt,KINDER,melkschijfje met honing,1.79,Carrefour,Kinder,Melkschijfje 5 x 28 g,1.86,1,8527
Albert Heijn,Danone,Oikos natuur,3.29,Colruyt,DANONE OIKOS,volle yogh. natuur,2.47,1,8528
Carrefour,Chavroux,Pure Goat's Cheese 150 g,3.15,Colruyt,CHAVROUX,geitenkaas buche,3.15,1,8529
Albert Heijn,Always,Discreet normal maandverband,3.79,Colruyt,ALWAYS DISCREET,maandverband norm.,3.79,1,8530
Carrefour,Boursin,Aperitief kaas Smoked Ham Sjalot & Bieslook Rolls 100 g,5.69,Albert Heijn,Boursin,Cuisine knoflook & fijne kruiden,2.29,0,8531
Colruyt,CAMPINA,yoghurt vol kers,1.39,Albert Heijn,Quorn,Saté stukjes,2.79,0,8532
Carrefour,Campina,Lichte Culinaire Room 1 L,4.45,Albert Heijn,Campina,Langlekker 0% vet melk,1.19,0,8533
Colruyt,CESAR,Classics rund vlootje,0.99,Carrefour,Nestlé,NESTLE Gecondenseerde Melk met Suiker 305 ml,3.69,0,8534
Albert Heijn,AH,Varkens / kalfsworst,2.83,Colruyt,BONI,saus zoetzuur,0.908,0,8535
